archive_id,filename,thematic_family,phase1_status,phase2_candidate_state,confidence,reason,derived_from,human_gate,final_state,approval_basis,canon_role,canon_reason
DVV-VIS-0083,atlas_de_los_campos_oníricos_orbitales.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0084,atlas_de_materia_viva_y_realidades_ocultas.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0085,atlas_de_materia_y_luz_divinivid.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0086,atlas_de_membranas_y_mundos_interiores.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0087,atlas_de_morfologías_transformativas.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0088,atlas_de_paisajes_medulares.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,ANATOMY_BY_ANALOGY,Medullary landscape / anatomy-by-analogy
DVV-VIS-0089,atlas_de_placas_petri_duales.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,SPECIMEN_DUALITY,Petri/dual-field specimen logic
DVV-VIS-0090,atlas_de_reliquias_imposibles.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0091,atlas_de_ritmo_y_tiempo_divinivid.png,06_MOTION_MASTER_LANGUAGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0092,atlas_de_santuarios_espejo_toroides.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0093,atlas_de_santuarios_vivientes.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,LIVING_ENVIRONMENTS,Living sanctuary / environment-as-entity
DVV-VIS-0094,atlas_de_umbrales_recursivos.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0095,atlas_de_umbrales_y_portales.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0096,atlas_de_vasijas_especimen_11_50.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0097,atlas_de_vasijas_especimen_divinivid.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0098,atlas_de_vasijas_especimenes.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0099,atlas_de_vasijas_imposibles.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0100,atlas_de_verbos_de_movimiento_divinivid.png,06_MOTION_MASTER_LANGUAGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0101,atlas_del_laberinto_harlequín_celestial.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0102,atlas_divinivid_cortes_del_universo.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0103,atlas_divinivid_membrana_eclipse_y_portal.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0104,atlas_divinivid_narrativas_de_especímenes.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0105,atlas_divinivid_universo_invisible.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0106,atlas_geológico_de_paisajes_medulares.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0107,atlas_gótico_de_morfologías_transformativas.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0108,atlas_gótico_de_máscaras_liminales.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0109,atlas_maestro_anatomía_y_universo.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0110,atlas_oscuro_de_lo_invisible.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0111,atlas_oscuro_de_materia_y_sueños.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0112,bestia_onírica_en_el_vacío.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0113,bestiario_celestial_ampliado_divinivid.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0114,bestiario_celestial_coros_y_heraldos.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0115,bestiario_de_entidades_divinivid_09.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0116,bestiario_de_inteligencias_celestiales.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0117,bestiario_de_la_dislocación_surreal.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0118,bestiario_de_los_coros_superiores.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0119,bestiario_de_sistemas_divinivid.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0120,bestiario_de_sistemas_divinivido.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0121,bestiario_de_sistemas_vivientes.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0122,bestiario_del_carnaval_de_sombras.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,HARLEQUIN_LIMINAL,Harlequin / liminal shadow family
DVV-VIS-0123,bestiario_del_velo_coronado.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0124,bestiario_divinivid_anatomía_y_metamorfosis.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0125,bestiario_divinivid_atlas_de_entidades.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0126,bestiario_divinivid_el_vector_litúrgico.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0127,bestiario_divinivid_mundos_y_aplicaciones.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0128,bestiario_divinivid_sistema_somnifurca.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0129,bestiario_iluminado_de_entidades_divinivid.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,bestiario_de_entidades_divinivid_09.png,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,MEDIEVAL_BESTIARY,Illuminated medieval entity grammar
DVV-VIS-0130,bestiario_infernal_órdenes_abisales.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,INFERNAL_FAMILY,Infernal/abyssal entity family
DVV-VIS-0131,biblioteca_cósmica_de_colecciones.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0132,biblioteca_divinivid_atlas_de_entidades.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0133,biblioteca_editorial_divinivid.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0134,biblioteca_estructural_de_divinivid.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0135,canon_de_movimiento_divinivid.png,06_MOTION_MASTER_LANGUAGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,MOTION_MASTER,Motion as behavior / canonical motion system
DVV-VIS-0136,cartel_de_comportamiento_oscuridad_viviente.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,LIVING_DARKNESS,Living Darkness behavior as active material
DVV-VIS-0137,cartel_editorial_de_divinivid_02.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0138,cartografía_de_lo_invisible.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0139,catedral_no_euclidiana_atlas_de_espacios_imposibl.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,atlas_de_santuarios_espejo_toroides.png,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0140,ciclo_de_vida_del_especimen.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0141,codex_divinivid_sistema_de_anotación.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,ANNOTATION_SYSTEM,Scientific/editorial annotation system
DVV-VIS-0142,corte_de_arlequines_bestiario_liminar.png,03_BESTIARY_AND_ENTITIES,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0143,códice_carmesí_otras_realidades.png,04_ENVIRONMENTS_AND_IMPOSSIBLE_GEOMETRY,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0144,códice_de_movimiento_celestial.png,06_MOTION_MASTER_LANGUAGE,UNASSESSED,APPROVED_SUPPORT_EVIDENCE,high,explicitly accepted corrected Motion 21–25 round,,EVIDENCED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0145,códice_divinivid_lenguaje_de_medición.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,MEASUREMENT_SYSTEM,Measurement/instrument language
DVV-VIS-0146,códice_orgánico_de_divinivid.png,07_EDITORIAL_TYPOGRAPHY_INFORMATION,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0147,códice_quirúrgico_de_materia_y_memoria.png,05_DIGITAL_WEB_MOBILE_UI,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0148,códice_quirúrgico_gramática_visual_de_divinivid.png,05_DIGITAL_WEB_MOBILE_UI,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0149,divinidad_velada_revelación_oscura.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0150,divinivid_01_el_canon_de_lo_invisible.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,CANON,HUMAN_APPROVED_SUPPORT_PLUS_CANON_SELECTION_2026-09-20,IDENTITY_MOTHER,Master invisible-world / DIVINIVID core universe
DVV-VIS-0151,divinivid_08_morfologías_transformativas.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0152,divinivid_anatomía_sagrada.png,02_ANATOMY_SPECIMENS_TRANSFORMATIONS,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0153,divinivid_artefactos_entre_materia_y_significado.png,08_COMMUNICATION_AND_PHYSICAL,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0154,divinivid_atlas_de_lo_invisible.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0155,divinivid_atlas_del_universo_en_expansión.png,09_ASSET_FACTORY_BRIDGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0156,divinivid_cartografía_de_la_oscuridad_viva.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0157,divinivid_el_canon_maestro_invisible.png,09_ASSET_FACTORY_BRIDGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,divinivid_01_el_canon_de_lo_invisible.png,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0158,divinivid_entre_materia_y_significado.png,01_CORE_IDENTITY_AND_VISUAL_UNIVERSE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0159,divinivid_lenguaje_del_movimiento_cósmico.png,06_MOTION_MASTER_LANGUAGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0160,divinivid_leyes_de_lo_imposible.png,09_ASSET_FACTORY_BRIDGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
DVV-VIS-0161,divinivid_motion_16_entity_presence.png,06_MOTION_MASTER_LANGUAGE,UNASSESSED,APPROVED_SUPPORT_CANDIDATE,medium,descriptive working-corpus output from approved visual-universe process; exact per-file approval linkage still requires reconciliation,,REQUIRED,APPROVED_SUPPORT,HUMAN_APPROVED_2026-09-20,,
